,origin,dest,line
0,614c,125,complex
1,614c,A24,complex
2,611c,127,complex
3,611c,725,complex
4,611c,127,complex
5,611c,R16,complex
6,611c,127,complex
7,611c,A27,complex
8,601c,132,complex
9,601c,L02,complex
10,601c,132,complex
11,601c,D19,complex
12,635c,140,complex
13,635c,R27,complex
14,620c,232,complex
15,620c,R28,complex
16,620c,232,complex
17,620c,423,complex
18,617c,235,complex
19,617c,R31,complex
20,617c,235,complex
21,617c,D24,complex
22,626c,239,complex
23,626c,S04,complex
24,604c,414,complex
25,604c,D11,complex
26,603c,415,complex
27,603c,222,complex
28,628c,418,complex
29,628c,229,complex
30,620c,423,complex
31,620c,R28,complex
32,613c,629,complex
33,613c,R11,complex
34,610c,631,complex
35,610c,723,complex
36,602c,635,complex
37,602c,R20,complex
38,619c,637,complex
39,619c,D21,complex
40,623c,639,complex
41,623c,R23,complex
42,622c,640,complex
43,622c,M21,complex
44,616c,710,complex
45,616c,G14,complex
46,606c,719,complex
47,606c,F09,complex
48,610c,901,complex
49,610c,723,complex
50,610c,901,complex
51,610c,631,complex
52,611c,902,complex
53,611c,R16,complex
54,611c,902,complex
55,611c,725,complex
56,611c,902,complex
57,611c,A27,complex
58,611c,902,complex
59,611c,127,complex
60,605c,A09,complex
61,605c,112,complex
62,611c,A27,complex
63,611c,R16,complex
64,611c,A27,complex
65,611c,725,complex
66,167c,A32,complex
67,167c,D20,complex
68,624c,A36,complex
69,624c,228,complex
70,624c,A36,complex
71,624c,E01,complex
72,628c,A38,complex
73,628c,418,complex
74,628c,A38,complex
75,628c,229,complex
76,636c,A41,complex
77,636c,R29,complex
78,627c,A45,complex
79,627c,S01,complex
80,621c,A51,complex
81,621c,L22,complex
82,151c,D13,complex
83,151c,A12,complex
84,609c,D16,complex
85,609c,724,complex
86,607c,D17,complex
87,607c,R17,complex
88,624c,E01,complex
89,624c,228,complex
90,612c,F11,complex
91,612c,630,complex
92,625c,F15,complex
93,625c,M18,complex
94,608c,F23,complex
95,608c,R33,complex
96,606c,G22,complex
97,606c,F09,complex
98,606c,G22,complex
99,606c,719,complex
100,629c,G29,complex
101,629c,L10,complex
102,621c,J27,complex
103,621c,A51,complex
104,621c,J27,complex
105,621c,L22,complex
106,618c,L01,complex
107,618c,A31,complex
108,601c,L02,complex
109,601c,D19,complex
110,602c,L03,complex
111,602c,635,complex
112,602c,L03,complex
113,602c,R20,complex
114,630c,L17,complex
115,630c,M08,complex
116,623c,M20,complex
117,623c,639,complex
118,623c,M20,complex
119,623c,R23,complex
120,628c,M22,complex
121,628c,A38,complex
122,628c,M22,complex
123,628c,229,complex
124,628c,M22,complex
125,628c,418,complex
126,615c,N04,complex
127,615c,B16,complex
128,623c,Q01,complex
129,623c,R23,complex
130,623c,Q01,complex
131,623c,639,complex
132,623c,Q01,complex
133,623c,M20,complex
134,611c,R16,complex
135,611c,725,complex
136,617c,R31,complex
137,617c,D24,complex
138,461c,718,complex
139,461c,R09,complex
140,629,B08,station
141,B08,R11,station
142,D26,S04,station
143,L26,254,station
144,101,101-1-S,1
145,103,103-1-S,1
146,104,104-1-S,1
147,106,106-1-S,1
148,107,107-1-S,1
149,108,108-1-S,1
150,109,109-1-S,1
151,110,110-1-S,1
152,111,111-1-S,1
153,112,112-1-S,1
154,113,113-1-S,1
155,114,114-1-S,1
156,115,115-1-S,1
157,116,116-1-S,1
158,117,117-1-S,1
159,118,118-1-S,1
160,119,119-1-S,1
161,120,120-1-S,1
162,120,120-2-S,2
163,120,120-3-S,3
164,121,121-1-S,1
165,122,122-1-S,1
166,123,123-1-S,1
167,123,123-2-S,2
168,123,123-3-S,3
169,124,124-1-S,1
170,125,125-1-S,1
171,126,126-1-S,1
172,127,127-1-S,1
173,127,127-2-S,2
174,127,127-3-S,3
175,128,128-1-S,1
176,128,128-2-S,2
177,128,128-3-S,3
178,129,129-1-S,1
179,130,130-1-S,1
180,131,131-1-S,1
181,132,132-1-S,1
182,132,132-2-S,2
183,132,132-3-S,3
184,133,133-1-S,1
185,134,134-1-S,1
186,135,135-1-S,1
187,136,136-1-S,1
188,137,137-1-S,1
189,137,137-2-S,2
190,137,137-3-S,3
191,138,138-1-S,1
192,139,139-1-S,1
193,140,140-1-S,1
194,201,201-2-S,2
195,204,204-2-S,2
196,204,204-5-S,5
197,205,205-2-S,2
198,205,205-5-S,5
199,206,206-2-S,2
200,206,206-5-S,5
201,207,207-2-S,2
202,207,207-5-S,5
203,208,208-2-S,2
204,208,208-5-S,5
205,209,209-2-S,2
206,209,209-5-S,5
207,210,210-2-S,2
208,210,210-5-S,5
209,211,211-2-S,2
210,211,211-5-S,5
211,212,212-2-S,2
212,212,212-5-S,5
213,213,213-2-S,2
214,213,213-5-S,5
215,214,214-2-S,2
216,214,214-5-S,5
217,215,215-2-S,2
218,215,215-5-S,5
219,216,216-2-S,2
220,216,216-5-S,5
221,217,217-2-S,2
222,217,217-5-S,5
223,218,218-2-S,2
224,218,218-5-S,5
225,219,219-2-S,2
226,219,219-5-S,5
227,220,220-2-S,2
228,220,220-5-S,5
229,221,221-2-S,2
230,221,221-5-S,5
231,222,222-2-S,2
232,222,222-5-S,5
233,224,224-2-S,2
234,224,224-3-S,3
235,225,225-2-S,2
236,225,225-3-S,3
237,226,226-2-S,2
238,226,226-3-S,3
239,227,227-2-S,2
240,227,227-3-S,3
241,228,228-2-S,2
242,228,228-3-S,3
243,229,229-2-S,2
244,229,229-3-S,3
245,230,230-2-S,2
246,230,230-3-S,3
247,231,231-2-S,2
248,231,231-3-S,3
249,232,232-2-S,2
250,232,232-3-S,3
251,233,233-2-S,2
252,233,233-3-S,3
253,234,234-2-S,2
254,234,234-3-S,3
255,234,234-4-S,4
256,234,234-5-S,5
257,235,235-2-S,2
258,235,235-3-S,3
259,236,236-2-S,2
260,236,236-3-S,3
261,237,237-2-S,2
262,237,237-3-S,3
263,238,238-2-S,2
264,238,238-3-S,3
265,239,239-2-S,2
266,239,239-3-S,3
267,239,239-4-S,4
268,239,239-5-S,5
269,241,241-2-S,2
270,241,241-5-S,5
271,242,242-2-S,2
272,242,242-5-S,5
273,243,243-2-S,2
274,243,243-5-S,5
275,244,244-2-S,2
276,244,244-5-S,5
277,245,245-2-S,2
278,245,245-5-S,5
279,246,246-2-S,2
280,246,246-5-S,5
281,247,247-2-S,2
282,247,247-5-S,5
283,248,248-3-S,3
284,249,249-3-S,3
285,250,250-3-S,3
286,250,250-4-S,4
287,251,251-3-S,3
288,252,252-3-S,3
289,253,253-3-S,3
290,254,254-3-S,3
291,255,255-3-S,3
292,256,256-3-S,3
293,257,257-3-S,3
294,301,301-3-S,3
295,302,302-3-S,3
296,401,401-4-S,4
297,402,402-4-S,4
298,405,405-4-S,4
299,406,406-4-S,4
300,407,407-4-S,4
301,408,408-4-S,4
302,409,409-4-S,4
303,410,410-4-S,4
304,411,411-4-S,4
305,412,412-4-S,4
306,413,413-4-S,4
307,414,414-4-S,4
308,415,415-4-S,4
309,416,416-4-S,4
310,416,416-5-S,5
311,418,418-4-S,4
312,418,418-5-S,5
313,419,419-4-S,4
314,419,419-5-S,5
315,420,420-4-S,4
316,420,420-5-S,5
317,423,423-4-S,4
318,423,423-5-S,5
319,501,501-5-S,5
320,502,502-5-S,5
321,503,503-5-S,5
322,504,504-5-S,5
323,505,505-5-S,5
324,601,601-6-S,6
325,602,602-6-S,6
326,603,603-6-S,6
327,604,604-6-S,6
328,606,606-6-S,6
329,607,607-6-S,6
330,608,608-6-S,6
331,609,609-6-S,6
332,610,610-6-S,6
333,611,611-6-S,6
334,612,612-6-S,6
335,613,613-6-S,6
336,614,614-6-S,6
337,615,615-6-S,6
338,616,616-6-S,6
339,617,617-6-S,6
340,618,618-6-S,6
341,619,619-6-S,6
342,621,621-4-S,4
343,621,621-5-S,5
344,621,621-6-S,6
345,622,622-6-S,6
346,623,623-6-S,6
347,624,624-6-S,6
348,625,625-6-S,6
349,626,626-4-S,4
350,626,626-5-S,5
351,626,626-6-S,6
352,627,627-6-S,6
353,628,628-6-S,6
354,629,629-4-S,4
355,629,629-5-S,5
356,629,629-6-S,6
357,630,630-6-S,6
358,631,631-4-S,4
359,631,631-5-S,5
360,631,631-6-S,6
361,632,632-6-S,6
362,633,633-6-S,6
363,634,634-6-S,6
364,635,635-4-S,4
365,635,635-5-S,5
366,635,635-6-S,6
367,636,636-6-S,6
368,637,637-6-S,6
369,638,638-6-S,6
370,639,639-6-S,6
371,640,640-4-S,4
372,640,640-5-S,5
373,640,640-6-S,6
374,701,701-7-S,7
375,702,702-7-S,7
376,705,705-7-S,7
377,706,706-7-S,7
378,707,707-7-S,7
379,708,708-7-S,7
380,709,709-7-S,7
381,710,710-7-S,7
382,711,711-7-S,7
383,712,712-7-S,7
384,713,713-7-S,7
385,714,714-7-S,7
386,715,715-7-S,7
387,716,716-7-S,7
388,718,718-7-S,7
389,719,719-7-S,7
390,720,720-7-S,7
391,721,721-7-S,7
392,723,723-7-S,7
393,724,724-7-S,7
394,725,725-7-S,7
395,726,726-7-S,7
396,901,901-S-S,S
397,902,902-S-S,S
398,A02,A02-A-S,A
399,A03,A03-A-S,A
400,A05,A05-A-S,A
401,A06,A06-A-S,A
402,A07,A07-A-S,A
403,A09,A09-A-S,A
404,A09,A09-C-S,C
405,A10,A10-C-S,C
406,A11,A11-C-S,C
407,A12,A12-A-S,A
408,A12,A12-C-S,C
409,A14,A14-B-S,B
410,A14,A14-C-S,C
411,A15,A15-A-S,A
412,A15,A15-B-S,B
413,A15,A15-C-S,C
414,A15,A15-D-S,D
415,A16,A16-B-S,B
416,A16,A16-C-S,C
417,A17,A17-B-S,B
418,A17,A17-C-S,C
419,A18,A18-B-S,B
420,A18,A18-C-S,C
421,A19,A19-B-S,B
422,A19,A19-C-S,C
423,A20,A20-B-S,B
424,A20,A20-C-S,C
425,A21,A21-B-S,B
426,A21,A21-C-S,C
427,A22,A22-B-S,B
428,A22,A22-C-S,C
429,A24,A24-A-S,A
430,A24,A24-B-S,B
431,A24,A24-C-S,C
432,A24,A24-D-S,D
433,A25,A25-C-S,C
434,A25,A25-E-S,E
435,A27,A27-A-S,A
436,A27,A27-C-S,C
437,A27,A27-E-S,E
438,A28,A28-A-S,A
439,A28,A28-C-S,C
440,A28,A28-E-S,E
441,A30,A30-C-S,C
442,A30,A30-E-S,E
443,A31,A31-A-S,A
444,A31,A31-C-S,C
445,A31,A31-E-S,E
446,A32,A32-A-S,A
447,A32,A32-C-S,C
448,A32,A32-E-S,E
449,A33,A33-C-S,C
450,A33,A33-E-S,E
451,A34,A34-A-S,A
452,A34,A34-C-S,C
453,A34,A34-E-S,E
454,A36,A36-A-S,A
455,A36,A36-C-S,C
456,A38,A38-A-S,A
457,A38,A38-C-S,C
458,A40,A40-A-S,A
459,A40,A40-C-S,C
460,A41,A41-A-S,A
461,A41,A41-C-S,C
462,A41,A41-F-S,F
463,A42,A42-A-S,A
464,A42,A42-C-S,C
465,A42,A42-G-S,G
466,A43,A43-C-S,C
467,A44,A44-C-S,C
468,A45,A45-C-S,C
469,A46,A46-A-S,A
470,A46,A46-C-S,C
471,A47,A47-C-S,C
472,A48,A48-A-S,A
473,A48,A48-C-S,C
474,A49,A49-C-S,C
475,A50,A50-C-S,C
476,A51,A51-A-S,A
477,A51,A51-C-S,C
478,A52,A52-C-S,C
479,A53,A53-C-S,C
480,A54,A54-C-S,C
481,A55,A55-A-S,A
482,A55,A55-C-S,C
483,A57,A57-A-S,A
484,A59,A59-A-S,A
485,A60,A60-A-S,A
486,A61,A61-A-S,A
487,A63,A63-A-S,A
488,A64,A64-A-S,A
489,A65,A65-A-S,A
490,B04,B04-F-S,F
491,B06,B06-F-S,F
492,B08,B08-F-S,F
493,B08,B08-Q-S,Q
494,B10,B10-F-S,F
495,B12,B12-D-S,D
496,B13,B13-D-S,D
497,B14,B14-D-S,D
498,B15,B15-D-S,D
499,B16,B16-D-S,D
500,B17,B17-D-S,D
501,B18,B18-D-S,D
502,B19,B19-D-S,D
503,B20,B20-D-S,D
504,B21,B21-D-S,D
505,B22,B22-D-S,D
506,B23,B23-D-S,D
507,D01,D01-D-S,D
508,D03,D03-B-S,B
509,D03,D03-D-S,D
510,D04,D04-B-S,B
511,D04,D04-D-S,D
512,D05,D05-B-S,B
513,D05,D05-D-S,D
514,D06,D06-B-S,B
515,D06,D06-D-S,D
516,D07,D07-B-S,B
517,D07,D07-D-S,D
518,D08,D08-B-S,B
519,D08,D08-D-S,D
520,D09,D09-B-S,B
521,D09,D09-D-S,D
522,D10,D10-B-S,B
523,D10,D10-D-S,D
524,D11,D11-B-S,B
525,D11,D11-D-S,D
526,D12,D12-B-S,B
527,D12,D12-D-S,D
528,D13,D13-B-S,B
529,D13,D13-D-S,D
530,D14,D14-B-S,B
531,D14,D14-D-S,D
532,D14,D14-E-S,E
533,D15,D15-B-S,B
534,D15,D15-D-S,D
535,D15,D15-F-S,F
536,D15,D15-M-S,M
537,D16,D16-B-S,B
538,D16,D16-D-S,D
539,D16,D16-F-S,F
540,D16,D16-M-S,M
541,D17,D17-B-S,B
542,D17,D17-D-S,D
543,D17,D17-F-S,F
544,D17,D17-M-S,M
545,D18,D18-F-S,F
546,D18,D18-M-S,M
547,D19,D19-F-S,F
548,D19,D19-M-S,M
549,D20,D20-B-S,B
550,D20,D20-D-S,D
551,D20,D20-F-S,F
552,D20,D20-M-S,M
553,D21,D21-B-S,B
554,D21,D21-D-S,D
555,D21,D21-F-S,F
556,D21,D21-M-S,M
557,D22,D22-B-S,B
558,D22,D22-D-S,D
559,D24,D24-B-S,B
560,D24,D24-Q-S,Q
561,D25,D25-B-S,B
562,D25,D25-Q-S,Q
563,D26,D26-B-S,B
564,D26,D26-Q-S,Q
565,D27,D27-B-S,B
566,D27,D27-Q-S,Q
567,D28,D28-B-S,B
568,D28,D28-Q-S,Q
569,D29,D29-B-S,B
570,D29,D29-Q-S,Q
571,D30,D30-B-S,B
572,D30,D30-Q-S,Q
573,D31,D31-B-S,B
574,D31,D31-Q-S,Q
575,D32,D32-B-S,B
576,D32,D32-Q-S,Q
577,D33,D33-B-S,B
578,D33,D33-Q-S,Q
579,D34,D34-B-S,B
580,D34,D34-Q-S,Q
581,D35,D35-B-S,B
582,D35,D35-Q-S,Q
583,D37,D37-B-S,B
584,D37,D37-Q-S,Q
585,D38,D38-B-S,B
586,D38,D38-Q-S,Q
587,D39,D39-B-S,B
588,D39,D39-Q-S,Q
589,D40,D40-B-S,B
590,D40,D40-Q-S,Q
591,D41,D41-Q-S,Q
592,D42,D42-F-S,F
593,D42,D42-Q-S,Q
594,D43,D43-D-S,D
595,D43,D43-F-S,F
596,D43,D43-N-S,N
597,D43,D43-Q-S,Q
598,E01,E01-E-S,E
599,F01,F01-F-S,F
600,F02,F02-F-S,F
601,F03,F03-F-S,F
602,F04,F04-F-S,F
603,F05,F05-E-S,E
604,F05,F05-F-S,F
605,F06,F06-E-S,E
606,F06,F06-F-S,F
607,F07,F07-E-S,E
608,F07,F07-F-S,F
609,F09,F09-E-S,E
610,F09,F09-M-S,M
611,F11,F11-E-S,E
612,F11,F11-M-S,M
613,F12,F12-E-S,E
614,F12,F12-M-S,M
615,F14,F14-F-S,F
616,F15,F15-F-S,F
617,F16,F16-F-S,F
618,F18,F18-F-S,F
619,F20,F20-F-S,F
620,F20,F20-G-S,G
621,F21,F21-F-S,F
622,F21,F21-G-S,G
623,F22,F22-F-S,F
624,F22,F22-G-S,G
625,F23,F23-F-S,F
626,F23,F23-G-S,G
627,F24,F24-F-S,F
628,F24,F24-G-S,G
629,F25,F25-F-S,F
630,F25,F25-G-S,G
631,F26,F26-F-S,F
632,F26,F26-G-S,G
633,F27,F27-F-S,F
634,F29,F29-F-S,F
635,F30,F30-F-S,F
636,F31,F31-F-S,F
637,F32,F32-F-S,F
638,F33,F33-F-S,F
639,F34,F34-F-S,F
640,F35,F35-F-S,F
641,F36,F36-F-S,F
642,F38,F38-F-S,F
643,F39,F39-F-S,F
644,G05,G05-E-S,E
645,G05,G05-J-S,J
646,G05,G05-Z-S,Z
647,G06,G06-E-S,E
648,G06,G06-J-S,J
649,G06,G06-Z-S,Z
650,G07,G07-E-S,E
651,G08,G08-E-S,E
652,G08,G08-F-S,F
653,G08,G08-M-S,M
654,G08,G08-R-S,R
655,G09,G09-M-S,M
656,G09,G09-R-S,R
657,G10,G10-M-S,M
658,G10,G10-R-S,R
659,G11,G11-M-S,M
660,G11,G11-R-S,R
661,G12,G12-M-S,M
662,G12,G12-R-S,R
663,G13,G13-M-S,M
664,G13,G13-R-S,R
665,G14,G14-E-S,E
666,G14,G14-F-S,F
667,G14,G14-M-S,M
668,G14,G14-R-S,R
669,G15,G15-M-S,M
670,G15,G15-R-S,R
671,G16,G16-M-S,M
672,G16,G16-R-S,R
673,G18,G18-M-S,M
674,G18,G18-R-S,R
675,G19,G19-M-S,M
676,G19,G19-R-S,R
677,G20,G20-M-S,M
678,G20,G20-R-S,R
679,G21,G21-E-S,E
680,G21,G21-M-S,M
681,G21,G21-R-S,R
682,G22,G22-G-S,G
683,G24,G24-G-S,G
684,G26,G26-G-S,G
685,G28,G28-G-S,G
686,G29,G29-G-S,G
687,G30,G30-G-S,G
688,G31,G31-G-S,G
689,G32,G32-G-S,G
690,G33,G33-G-S,G
691,G34,G34-G-S,G
692,G35,G35-G-S,G
693,G36,G36-G-S,G
694,H01,H01-A-S,A
695,H02,H02-A-S,A
696,H03,H03-A-S,A
697,H04,H04-A-S,A
698,H04,H04-S-S,S
699,H06,H06-A-S,A
700,H07,H07-A-S,A
701,H08,H08-A-S,A
702,H09,H09-A-S,A
703,H10,H10-A-S,A
704,H11,H11-A-S,A
705,H12,H12-A-S,A
706,H12,H12-S-S,S
707,H13,H13-A-S,A
708,H13,H13-S-S,S
709,H14,H14-A-S,A
710,H14,H14-S-S,S
711,H15,H15-A-S,A
712,H15,H15-S-S,S
713,J12,J12-J-S,J
714,J12,J12-Z-S,Z
715,J13,J13-J-S,J
716,J14,J14-J-S,J
717,J14,J14-Z-S,Z
718,J15,J15-J-S,J
719,J15,J15-Z-S,Z
720,J16,J16-J-S,J
721,J17,J17-J-S,J
722,J17,J17-Z-S,Z
723,J19,J19-J-S,J
724,J20,J20-J-S,J
725,J20,J20-Z-S,Z
726,J21,J21-J-S,J
727,J21,J21-Z-S,Z
728,J22,J22-J-S,J
729,J23,J23-J-S,J
730,J23,J23-Z-S,Z
731,J24,J24-J-S,J
732,J27,J27-J-S,J
733,J27,J27-Z-S,Z
734,J28,J28-J-S,J
735,J28,J28-Z-S,Z
736,J29,J29-J-S,J
737,J30,J30-J-S,J
738,J30,J30-Z-S,Z
739,J31,J31-J-S,J
740,L01,L01-L-S,L
741,L02,L02-L-S,L
742,L03,L03-L-S,L
743,L05,L05-L-S,L
744,L06,L06-L-S,L
745,L08,L08-L-S,L
746,L10,L10-L-S,L
747,L11,L11-L-S,L
748,L12,L12-L-S,L
749,L13,L13-L-S,L
750,L14,L14-L-S,L
751,L15,L15-L-S,L
752,L16,L16-L-S,L
753,L17,L17-L-S,L
754,L19,L19-L-S,L
755,L20,L20-L-S,L
756,L21,L21-L-S,L
757,L22,L22-L-S,L
758,L24,L24-L-S,L
759,L25,L25-L-S,L
760,L26,L26-L-S,L
761,L27,L27-L-S,L
762,L28,L28-L-S,L
763,L29,L29-L-S,L
764,M01,M01-M-S,M
765,M04,M04-M-S,M
766,M05,M05-M-S,M
767,M06,M06-M-S,M
768,M08,M08-M-S,M
769,M09,M09-M-S,M
770,M10,M10-M-S,M
771,M11,M11-J-S,J
772,M11,M11-M-S,M
773,M11,M11-Z-S,Z
774,M12,M12-J-S,J
775,M12,M12-M-S,M
776,M13,M13-J-S,J
777,M13,M13-M-S,M
778,M14,M14-J-S,J
779,M14,M14-M-S,M
780,M16,M16-J-S,J
781,M16,M16-M-S,M
782,M16,M16-Z-S,Z
783,M18,M18-J-S,J
784,M18,M18-M-S,M
785,M18,M18-Z-S,Z
786,M19,M19-J-S,J
787,M19,M19-Z-S,Z
788,M20,M20-J-S,J
789,M20,M20-Z-S,Z
790,M21,M21-J-S,J
791,M21,M21-Z-S,Z
792,M22,M22-J-S,J
793,M22,M22-Z-S,Z
794,M23,M23-J-S,J
795,M23,M23-Z-S,Z
796,N02,N02-N-S,N
797,N03,N03-N-S,N
798,N04,N04-N-S,N
799,N05,N05-N-S,N
800,N06,N06-N-S,N
801,N07,N07-N-S,N
802,N08,N08-N-S,N
803,N09,N09-N-S,N
804,N10,N10-N-S,N
805,Q01,Q01-N-S,N
806,Q01,Q01-Q-S,Q
807,Q03,Q03-Q-S,Q
808,Q04,Q04-Q-S,Q
809,Q05,Q05-Q-S,Q
810,R01,R01-N-S,N
811,R01,R01-W-S,W
812,R03,R03-N-S,N
813,R03,R03-W-S,W
814,R04,R04-N-S,N
815,R04,R04-W-S,W
816,R05,R05-N-S,N
817,R05,R05-W-S,W
818,R06,R06-N-S,N
819,R06,R06-W-S,W
820,R08,R08-N-S,N
821,R08,R08-W-S,W
822,R09,R09-N-S,N
823,R09,R09-W-S,W
824,R11,R11-N-S,N
825,R11,R11-W-S,W
826,R11,R11-R-S,R
827,R13,R13-N-S,N
828,R13,R13-W-S,W
829,R13,R13-R-S,R
830,R14,R14-N-S,N
831,R14,R14-Q-S,Q
832,R14,R14-R-S,R
833,R14,R14-W-S,W
834,R15,R15-N-S,N
835,R15,R15-R-S,R
836,R15,R15-W-S,W
837,R16,R16-N-S,N
838,R16,R16-Q-S,Q
839,R16,R16-R-S,R
840,R16,R16-W-S,W
841,R17,R17-N-S,N
842,R17,R17-Q-S,Q
843,R17,R17-R-S,R
844,R17,R17-W-S,W
845,R18,R18-R-S,R
846,R18,R18-W-S,W
847,R19,R19-R-S,R
848,R19,R19-W-S,W
849,R20,R20-N-S,N
850,R20,R20-Q-S,Q
851,R20,R20-R-S,R
852,R20,R20-W-S,W
853,R21,R21-R-S,R
854,R21,R21-W-S,W
855,R22,R22-R-S,R
856,R22,R22-W-S,W
857,R23,R23-R-S,R
858,R23,R23-W-S,W
859,R24,R24-R-S,R
860,R24,R24-W-S,W
861,R25,R25-R-S,R
862,R25,R25-W-S,W
863,R26,R26-R-S,R
864,R26,R26-W-S,W
865,R27,R27-R-S,R
866,R27,R27-W-S,W
867,R28,R28-R-S,R
868,R29,R29-R-S,R
869,R30,R30-B-S,B
870,R30,R30-Q-S,Q
871,R30,R30-R-S,R
872,R31,R31-D-S,D
873,R31,R31-N-S,N
874,R31,R31-R-S,R
875,R32,R32-R-S,R
876,R33,R33-R-S,R
877,R34,R34-R-S,R
878,R35,R35-R-S,R
879,R36,R36-D-S,D
880,R36,R36-N-S,N
881,R36,R36-R-S,R
882,R39,R39-R-S,R
883,R40,R40-R-S,R
884,R41,R41-N-S,N
885,R41,R41-R-S,R
886,R42,R42-R-S,R
887,R43,R43-R-S,R
888,R44,R44-R-S,R
889,R45,R45-R-S,R
890,S01,S01-S-S,S
891,S03,S03-S-S,S
892,S04,S04-S-S,S
893,101,101-1-N,1
894,103,103-1-N,1
895,104,104-1-N,1
896,106,106-1-N,1
897,107,107-1-N,1
898,108,108-1-N,1
899,109,109-1-N,1
900,110,110-1-N,1
901,111,111-1-N,1
902,112,112-1-N,1
903,113,113-1-N,1
904,114,114-1-N,1
905,115,115-1-N,1
906,116,116-1-N,1
907,117,117-1-N,1
908,118,118-1-N,1
909,119,119-1-N,1
910,120,120-1-N,1
911,120,120-2-N,2
912,120,120-3-N,3
913,121,121-1-N,1
914,122,122-1-N,1
915,123,123-1-N,1
916,123,123-2-N,2
917,123,123-3-N,3
918,124,124-1-N,1
919,125,125-1-N,1
920,126,126-1-N,1
921,127,127-1-N,1
922,127,127-2-N,2
923,127,127-3-N,3
924,128,128-1-N,1
925,128,128-2-N,2
926,128,128-3-N,3
927,129,129-1-N,1
928,130,130-1-N,1
929,131,131-1-N,1
930,132,132-1-N,1
931,132,132-2-N,2
932,132,132-3-N,3
933,133,133-1-N,1
934,134,134-1-N,1
935,135,135-1-N,1
936,136,136-1-N,1
937,137,137-1-N,1
938,137,137-2-N,2
939,137,137-3-N,3
940,138,138-1-N,1
941,139,139-1-N,1
942,140,140-1-N,1
943,201,201-2-N,2
944,204,204-2-N,2
945,204,204-5-N,5
946,205,205-2-N,2
947,205,205-5-N,5
948,206,206-2-N,2
949,206,206-5-N,5
950,207,207-2-N,2
951,207,207-5-N,5
952,208,208-2-N,2
953,208,208-5-N,5
954,209,209-2-N,2
955,209,209-5-N,5
956,210,210-2-N,2
957,210,210-5-N,5
958,211,211-2-N,2
959,211,211-5-N,5
960,212,212-2-N,2
961,212,212-5-N,5
962,213,213-2-N,2
963,213,213-5-N,5
964,214,214-2-N,2
965,214,214-5-N,5
966,215,215-2-N,2
967,215,215-5-N,5
968,216,216-2-N,2
969,216,216-5-N,5
970,217,217-2-N,2
971,217,217-5-N,5
972,218,218-2-N,2
973,218,218-5-N,5
974,219,219-2-N,2
975,219,219-5-N,5
976,220,220-2-N,2
977,220,220-5-N,5
978,221,221-2-N,2
979,221,221-5-N,5
980,222,222-2-N,2
981,222,222-5-N,5
982,224,224-2-N,2
983,224,224-3-N,3
984,225,225-2-N,2
985,225,225-3-N,3
986,226,226-2-N,2
987,226,226-3-N,3
988,227,227-2-N,2
989,227,227-3-N,3
990,228,228-2-N,2
991,228,228-3-N,3
992,229,229-2-N,2
993,229,229-3-N,3
994,230,230-2-N,2
995,230,230-3-N,3
996,231,231-2-N,2
997,231,231-3-N,3
998,232,232-2-N,2
999,232,232-3-N,3
1000,233,233-2-N,2
1001,233,233-3-N,3
1002,234,234-2-N,2
1003,234,234-3-N,3
1004,234,234-4-N,4
1005,234,234-5-N,5
1006,235,235-2-N,2
1007,235,235-3-N,3
1008,236,236-2-N,2
1009,236,236-3-N,3
1010,237,237-2-N,2
1011,237,237-3-N,3
1012,238,238-2-N,2
1013,238,238-3-N,3
1014,239,239-2-N,2
1015,239,239-3-N,3
1016,239,239-4-N,4
1017,239,239-5-N,5
1018,241,241-2-N,2
1019,241,241-5-N,5
1020,242,242-2-N,2
1021,242,242-5-N,5
1022,243,243-2-N,2
1023,243,243-5-N,5
1024,244,244-2-N,2
1025,244,244-5-N,5
1026,245,245-2-N,2
1027,245,245-5-N,5
1028,246,246-2-N,2
1029,246,246-5-N,5
1030,247,247-2-N,2
1031,247,247-5-N,5
1032,248,248-3-N,3
1033,249,249-3-N,3
1034,250,250-3-N,3
1035,250,250-4-N,4
1036,251,251-3-N,3
1037,252,252-3-N,3
1038,253,253-3-N,3
1039,254,254-3-N,3
1040,255,255-3-N,3
1041,256,256-3-N,3
1042,257,257-3-N,3
1043,301,301-3-N,3
1044,302,302-3-N,3
1045,401,401-4-N,4
1046,402,402-4-N,4
1047,405,405-4-N,4
1048,406,406-4-N,4
1049,407,407-4-N,4
1050,408,408-4-N,4
1051,409,409-4-N,4
1052,410,410-4-N,4
1053,411,411-4-N,4
1054,412,412-4-N,4
1055,413,413-4-N,4
1056,414,414-4-N,4
1057,415,415-4-N,4
1058,416,416-4-N,4
1059,416,416-5-N,5
1060,418,418-4-N,4
1061,418,418-5-N,5
1062,419,419-4-N,4
1063,419,419-5-N,5
1064,420,420-4-N,4
1065,420,420-5-N,5
1066,423,423-4-N,4
1067,423,423-5-N,5
1068,501,501-5-N,5
1069,502,502-5-N,5
1070,503,503-5-N,5
1071,504,504-5-N,5
1072,505,505-5-N,5
1073,601,601-6-N,6
1074,602,602-6-N,6
1075,603,603-6-N,6
1076,604,604-6-N,6
1077,606,606-6-N,6
1078,607,607-6-N,6
1079,608,608-6-N,6
1080,609,609-6-N,6
1081,610,610-6-N,6
1082,611,611-6-N,6
1083,612,612-6-N,6
